url,dish_name,instructions,cooking_time,servings,difficulty,usage,tips,image_link,index,ingredient_names,category,ingredient_count
https://monngonmoingay.com/thit-kho-kho-qua-tay/,Thịt kho khổ qua tây,"['Thịt ba chỉ cắt con chì. Khổ qua tây cạo vỏ, rửa sach, cắt đôi bỏ ruột, cắt khúc 2cm.', 'Tôm khô ngâm nước ấm cho mềm. Đầu hành lá đập dập, phần lá cắt khúc 2cm. Ớt hiểm cắt lát.', 'Pha hỗn hợp xốt gồm: 2M nước mắm, 2M đường, 2m hạt nêm Aji-ngon, 1/3m bột ngọt AJI-NO-MOTO, 1 ít tiêu và 1/2 chén nước.', 'Cho dầu ăn vào chảo, cho thịt ba chỉ vào xào săn, thêm tỏi băm, hành tím, ớt hiểm, đầu hành lá, tôm khô vào xào thơm, cho khổ qua tây và hỗn hợp đã pha vào kho chung đến khi hỗn hợp sệt lại, cho hành lá vào, tắt lửa.']",30,4,Dễ,"['Cho thịt kho ra dĩa, rắc tiêun trên, ăn kèm với cơm trắng.']","['Xào cho thịt ba chỉ săn để loại bớt lượng mỡ trong thịt và tạo độ béo cho món ăn.', 'Cạo bỏ phần phấn trắng bên ngoài trái khổ qua tây, giữ lại phần vỏ để món ăn giòn hơn.', 'Khổ qua cho vào sau để giữ màu xanh và độ giòn của khổ qua.']",https://monngonmoingay.com/wp-content/uploads/2015/08/TH%E1%BB%8AT-KHO-KH%E1%BB%94-QUA-T%C3%82Y_CQC1684.png,11,"['thịt ba chỉ', 'khổ qua tây', 'tôm', 'hành tím', 'ớt hiểm', 'tỏi', 'hành lá', 'nước mắm', 'hạt nêm ajingon thịt heo', 'bột ngọt']",Kho,10
https://monngonmoingay.com/ga-xao-hat-dieu/,Gà xào hạt điều,"['Thịt gà cắt miếng vừa ăn, ướp 1m hạt nêm Aji-ngon, ít tiêu, 2m hành tỏi băm, 1m rượu trắng, 1M nước cốt gừng, 1m đường, để thấm.', 'Ớt chuông cắt miếng vừa ăn. Hành tây cắt múi cau. Hạt điều tách đôi hạt.', 'Phi thơm hành tỏi băm và gừng sợi, cho thịt gà vào xào săn, thêm 1/2 chén nước dùng vào xào cho đến khi món ăn vừa sôn.', 'Nêm 2m nước tương “Phú Sĩ” vào xào cho đến khi thịt gà săn lại và nước cạn bớt, thêm hành tây, ớt chuông vào đảo đều, cho hạt điều, 1m dầu mè vào và tắt bếp. Rắc thêm 1 ít tiêu.']",20,4,Dễ,['Dùng nóng với cơm.'],"['Rượu trắng giúp khử mùi và tăng thêm hương vị cho món ăn.', 'Dầu mè giúp món ăn thơm ngon hơn']",https://monngonmoingay.com/wp-content/uploads/2015/08/IMG_3732-ga-xao-hat-dieu.png,12,"['thịt má đùi gà bỏ xương', 'hạt điều', 'ớt chuông xanh', 'ớt chuông đỏ', 'hành tây', 'gừng', 'nước dùng', 'nước cốt gừng', 'hành tỏi', 'dầu ăn', 'nước tương', 'hạt nêm']",Xào,12
https://monngonmoingay.com/canh-muop-huong-thit-vien/,Canh mướp hương thịt viên,"['Mướp hương gọt vỏ, chẻ đôi, cắt móng ngựa. Nấm hương ngâm mềm, cắt nhỏ.', 'Miến dong ngâm mềm. Hành lá, ngò rí cắt nhỏ. Đầu hành trắng băm nhuyễn.', 'Trộn đều thịt băm, giò sống, nấm hương với đầu hành trắng băm, nêm 1/2m hạt nêm Aji-ngon, 1/3m bột ngọt AJI-NO-MOTO và 1/2m tiêu, vo viên tròn vừa ăn.', 'Đun sôi 1.2 lít nước, cho viên thịt vào nấu chín cho muớp vào nêm 2M hạt nêm Aji-ngon, 1/2m bột ngọt AJI-NO-MOTO, đun sôi, cho miến dong vào, tắt lửa.']",20,4,Dễ,"['Cho canh ra tô, rắc hành ngòn trên, dùng với cơm.']","['Khi cho miến dong vào, tắt lửa để miến không bị bở.', 'Mướp sau khi cắt phải nấu ngay để mướp không bị đen.']",https://monngonmoingay.com/wp-content/uploads/2015/08/CanhMuopHuongThitVien_CQC8492.png,13,"['mướp hương', 'thịt', 'giò sống', 'nấm đông cô', 'miến dong', 'hành lá', 'bột ngọt', 'hạt nêm ajingon thịt heo']",Canh,8
https://monngonmoingay.com/canh-kim-chi-thit-bo/,Canh kim chi thịt bò,"['Bắp bò cắt khối vuông 3cm, ướp với 1M hạt nêm Aji-ngon, 1/2m tiêu và 1M đường. Tỏi đập dập.', 'Kim chi cắt khúc 5cm, giữ lại nước kim chi.', 'Nấm đông cô ngâm nở, cắt bỏ chân, trộn với 1/2m hạt nêm Aji-ngon.', 'Hành boa rô cắt xéo, ớt sừng đập dập, cắt đôi.', 'Cho 1 lít nước vào nồi áp suất, cho bắp bò, tỏi, nước kim chi và nấm đông cô vào nấu khoảng 20 phút cho thịt bò mềm. Thêm kim chi, hành boa rô và ớt sừng vào nồi, nấu thêm 5 phút, tắt bếp']",35,4,Dễ,"['Múc canh ra tô, dùng nóng với cơm, mì hoặc bún.']","['Cho tỏi đập dập vào làm tăng hương vị độc đáo của món ăn', 'Dùng Aji-ngon để ướp thịt bò và nêm canh giúp bổ sung và tăng hương vị đậm đà của món ăn.']",https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0200-canh-kim-chi-thit-bo.png,14,"['bắp bò', 'kim chi nguyên', 'nấm đông cô', 'boa rô', 'ớt sừng tỏi', 'hạt nêm ajingon thịt heo']",Canh,6
https://monngonmoingay.com/cha-gio-trai-cay-xot-sau-rieng/,Chả giò trái cây xốt sầu riêng,"['Táo, thơm, dâu cắt hạt lựu. Ngâm táo vào nước cốt chanh pha loãng, vớt ra để ráo. Trộn đều trái cây với 4M xốt Mayonnaise LISA, giữ lạnh.', 'Bột bắp pha loãng.', 'Xốt sầu riêng: trộn đều thịt sầu riêng với 1 chén nước, 3M đường, sau đó rây cho mịn. Đun sôi hỗn hợp sầu riêng, giảm lửa, cho nước bột bắp vào từ từ, khuấy đều cho xốt vừa sánh lại là được.', 'Dùng cọ quét trứngn xung quanh viền bánh, cho trái cây vào giữa, cuộn lại.', 'Đun nóng dầu, cho từng cướn chả giò vào chiên ngập dầu lửa lớn, vớt ra để ráo.']",25,4,Dễ,['Xếp chả giò ra dĩa. Khi ăn chấm xốt sầu riêng.'],['Hỗn hợp trái cây trộn xốt Mayonnaise LISA sau khi trộn nên cho vào tủ lạnh để giúp chả giò khi chiên không bị chảy. Khi chiên nên cho phần mí chả giò áp dưới chảo để chả giò không bị bung.'],https://monngonmoingay.com/wp-content/uploads/2015/08/IMG_0075-cha-gio-trai-cay-sot-sau-rieng.png,15,"['thịt sầu riêng', 'táo đỏ', 'thơm', 'dâu', 'nước cốt chanh', 'bánh tráng pía', 'trứng gà', 'bột bắp', 'xốt mayonnaise lisa', 'giấm gạo lên men']",Chả,10
https://monngonmoingay.com/tom-hap-su-hao/,Tôm hấp su hào,"['Su hào gọt sạch vỏ, cắt sợi 5cm. Ướp su hào với 1m hạt nêm Aji-ngon và 1/3m tiêu. Hành ngò cắt khúc.', 'Lần lượt xếpn dĩa theo thứ tự một lớp su hào, hành lá, tôm và một lớp su hào nữa ở phía trên.', 'Phi thơm 1M dầu với hành tỏi băm, rướin tôm và su hào', 'Đun sôi nước, đặt xửngn bếp cho dĩa su hào và tôm vào xửng hấp khoảng 10 phút cho tôm và su hào chín.', 'Cho hành lá vào, đảo đều.']",30,4,Dễ,"['Khi ăn, bóc vỏ tôm, chấm chung với xốt Mayonnaise Aji-Mayo, dùng làm món khai vị hoặc dùng với cơm.']","['Ướp gia vị vào su hào giúp gia vị thấm vào nguyên liệu làm món ăn có vị vừa ăn.', 'Hấp tôm chung với su hào giúp vị của tôm thêm ngọt, thịt tôm không bị khô.']",https://monngonmoingay.com/wp-content/uploads/2015/08/TomHapSuHao_CQC8538.png,16,"['tôm sú', 'su hào', 'hành lá', 'hành tím', 'tỏi', 'dầu ăn', 'hạt nêm ajingon thịt heo', 'xốt mayonnaise']",Hấp,8
https://monngonmoingay.com/bun-cha-ca/,Bún chả cá,"['Thì là, hành lá cắt nhỏ, đầu hành lá chần qua nước sôi. Cà chua cắt múi cau.', 'Cá thác lác quết cho dai với 1m cọng thì là băm, 1m hành lá băm, 1/2m tiêu, 1/2m hạt nêm Aji-ngon, 1m dầu. Ép chả thành bánh dày 2 cm, đem chiên cho chín. Cắt miếng.', 'Phi cá lóc cắt miếng dày 5mm. Ướp 1/3m tiêu, 1/2m nước cốt chanh, tẩm Aji-Quick Bột Chiên Gà Giòn, chiên chín vàng.', 'Đun sôi nước dùng.', 'Phi thơm hành tím băm và cho cà chua vào xào, nêm một ít muối và đường, 1 ít màu dầu điều. Khi cà chuan màu đẹp, cho vào nước dùng đang đun nóng. Nêm vào nước dùng 1,5M hạt nêm Aji-Ngon, 2M cơm mẻ, 1,5m mắm tôm và 1m nước nghệ.', 'Dọc mùng cắt mỏng 5mm, bóp muối, vắt sơ, sau đó trụng qua nước dùng.', 'Trụng bún qua nước sôi, để ráo.']",30,4,Dễ,"['Xếp bún, dọc mùng vào tô, chan nước dùng, rắc hành phi, hành lá, đầu hành chần, cho chả cá, cá chiênn trên. Ăn kèm rau muống chẻ, bắp chuối bào, rau thơm, thì là, dọn kèm mắm tôm, chanh, ớt, nước mắm, tương ớt.']","['Ướp cá với nước chanh rồi tẩm qua bột giúp cá thơm, không bị tanh, giữ vị ngọt.', 'Nêm nước dùng hơi đậm với các món khi ăn với bún và kèm rau sống.']",https://monngonmoingay.com/wp-content/uploads/2015/08/IMG_4179-bun-cha-ca.png,17,"['cá thác lác', 'cá lóc', 'bún', 'nước dùng', 'cà chua', 'dọc mùng', 'thì là', 'nước nghệ', 'dầu điều', 'bột chiên giòn']",Chả,10
https://monngonmoingay.com/canh-dua-leo-nhoi-thit/,Canh dưa leo nhồi thịt,"['Dưa leo rửa sạch, bào sơ vỏ, cắt khúc 3cm, khoét bỏ ruột dưa. Cà rốt tỉa hoa, cắt lát.', 'Bún tàu, nấm mèo cắt nhỏ. Hành lá cắt khúc 3cm. Ngò rí cắt nhỏ.', 'Trộn đều hỗn hợp: thịt heo, giò sống, bún tàu, nấm mèo, 1m hành tím băm, 1/2m hạt nêm Aji-ngon và 1 ít tiêu.', 'Nhồi hỗn hợp thịt vào trong dưa leo.', 'Đun sôi 1.2 lít nước, nêm 1/2m hạt nêm Aji-ngon, 1/2m muối và 1m bột ngọt AJI-NO-MOTO, cho cà rốt và dưa leo vào nấu chín, tắt lửa.']",20,4,Dễ,"['Cho canh ra tô, cho tiêu và hành ngòn trên, dùng với cơm.']","['Lấy hết ruột của dưa leo để phần nhân được kết dính tốt hơn.', 'Chọn dưa leo trái vừa, suông, có màu xanh để món canh đẹp mắt.']",https://monngonmoingay.com/wp-content/uploads/2015/08/CanhDuaLeoNhoiThit_CQC8401.png,18,"['thịt heo', 'giò sống', 'dưa leo', 'cà rốt', 'bún tàu', 'nấm mèo', 'hành tím', 'hành lá', 'muối', 'hạt nêm ajingon thịt heo', 'bột ngọt']",Canh,11
https://monngonmoingay.com/salad-buoi-tron-bo/,Salad bưởi trộn bơ,"['Tôm trụng sơ, cắt hạt lựu, ướp với ít muối.', 'Bơ lột vỏ, cắt miếng vuông 1cm, Bưởi tách thành múi nhỏ.', 'Chành vắt lấy nước cốt, húng lủi cắt nhỏ, trứng cút luộc chín, cắt đôi', 'Pha xốt: trộn đều 1.5M mayonnaise “Aji-mayo” với 2m nước cốt chanh, 1/2m tỏi băm và 1 ít tiêu.', 'Trộn đều bưởi với bơ, tôm và sốt mayonnaise đã pha']",10,4,Dễ,"['Xếp món salad ra đĩa, cho trứng cútn mặt, rắc mè rang và rau húng lủin trên.']","['Dùng tôm đông lạnh sẽ giòn, ngon và phù hợp với món ăn hơn.', 'Dùng chanh vàng sẽ có vị chua dịu và mùi thơm đặc biệt.']",https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0059-salad-buoi-tron-bo.png,19,"['bưởi', 'bơ', 'tôm', 'trứng cút', 'mè', 'tỏi', 'xốt mayonnaise']",Salad,7
https://monngonmoingay.com/canh-chua-bong-so-dua-chay/,Canh chua bông so đũa chay,"['Bông so đũa ngắt bỏ nhụy.', 'Nấm bào bào ngư xé sợi, ướp 1m sả, ớt xay, 1m hạt nêm Aji-Ngon từ nấm hương và hạt sen, 1m đường.', 'Cà chua cắt múi. Thơm xắt lát mỏng. Ớt sừng cắt khoanh. Boaro băm nhỏ. Rau om, ngò gai cắt nhỏ.', 'Đặt nồin bếp, phi boaro cho thơm, cho nấm vào xào nhành tay. Trút cà chua và thơm vào xào, nêm 1,5M đường, 1M hạt nêm Aji-Ngon từ nấm hương và hạt sen. Cho 1 lít nước vào nồi, nấu sôi với 3M nước me.', 'Cho bông so đũa vào với ớt sừng. Nấu vừa sôi, nhắc xuống, cho tàu hũ chiên vào. Rắc ngò gai, raun trên.']",15,4,Dễ,['Dùng nóng với cơm.'],"['Nấm bào bào ngư ướp sả trước khi chiên giúp nấm có hương vị thơm ngon hơn.', 'Bỏ nhụy bông so đũa giúp bông so đũa không có vị nhẫn.']",https://monngonmoingay.com/wp-content/uploads/2015/08/IMG_4117-canh-chua-bong-so-dua-chay.png,20,"['bông sò đũa', 'nấm bào ngư', 'tàu hũ kỳ', 'nước me', 'cà chua', 'thơm', 'hành boaro', 'rau', 'sả', 'tiêu', 'hạt nêm']",Canh,11
